"respondent_id","true_profile","department","tenure","level","oe_worked","oe_hard","i1","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15"
"R0847","Moderate-High Engagement","Marketing","Under 1 year","Manager","I liked that it asked about things nobody usually asks about.",NA,3,3,4,4,3,4,3,4,3,4,4,3,4,2,4
"R0848","Moderate-High Engagement","Content","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,4,4,4,NA,3,4,4,3,3,3,2,3,3,2,3
"R0849","Moderate-High Engagement","Operations","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",2,3,1,3,3,4,2,3,3,4,4,4,3,3,3
"R0850","Moderate-Low Engagement","Product","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",3,4,2,4,3,2,3,4,4,4,2,2,3,2,4
"R0851","Moderate-High Engagement","Marketing","1-3 years","Manager","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",4,4,3,4,2,3,4,3,4,2,3,4,3,4,1
"R0852","Moderate-High Engagement","Engineering","1-3 years","Individual contributor","It was clear what each question was getting at.","Font was small.",3,4,4,3,4,4,4,4,3,4,4,4,4,2,3
"R0853","Low Engagement","Engineering","3-5 years","Manager","no","Font was small.",3,4,3,4,2,2,2,2,1,1,2,2,2,4,1
"R0854","Low Engagement","Content","Under 1 year","Senior IC","It was short.","There was no option to say a question did not apply to me.",4,4,1,3,2,1,2,2,3,3,1,2,2,4,2
"R0855","Moderate-Low Engagement","Marketing","5+ years","Manager","It was short.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,4,3,1,1,1,3,4,1,3,2,2,4,2
"R0856","Low Engagement","Marketing","Under 1 year","Individual contributor","It was clear what each question was getting at.","The scale was confusing.",3,3,1,3,3,2,1,2,1,1,1,3,3,1,2
"R0857","Moderate-Low Engagement","Operations","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","Font was small.",1,2,2,1,3,2,4,3,2,NA,3,4,3,3,2
"R0858","Low Engagement","Engineering","3-5 years","Individual contributor","Not much.","Too long.",NA,2,2,2,2,2,2,1,1,1,3,1,1,3,1
"R0859","Moderate-High Engagement","Operations","5+ years","Senior IC","I liked that it asked about things nobody usually asks about.","Font was small.",3,3,4,3,3,3,1,3,4,2,4,4,2,4,4
"R0860","Moderate-High Engagement","Operations","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.",NA,4,4,3,4,4,3,4,4,1,2,NA,3,3,2,4
"R0861","Low Engagement","Content","3-5 years","Individual contributor","It was fine I guess.","Some of the wording was ambiguous -- 'my team' could mean two different things.",1,2,2,3,1,1,2,4,3,1,4,2,3,2,1
"R0862","Moderate-Low Engagement","Data & Analytics","1-3 years","Senior IC","It was short.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,4,3,3,3,2,2,3,4,2,NA,4,4,1,1
"R0863","Moderate-Low Engagement","Product","Under 1 year","Individual contributor","I liked that it asked about things nobody usually asks about.","Hard to answer about onboarding when mine was two years ago.",1,3,1,1,NA,3,2,3,3,3,3,3,3,1,4
"R0864","High Engagement","Content","1-3 years","Individual contributor","It was clear what each question was getting at.","not really",4,3,3,4,4,4,4,4,4,3,4,4,4,3,2
"R0865","Moderate-High Engagement","Content","3-5 years","Individual contributor","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,3,2,2,NA,4,4,3,4,NA,4,4,4,4,4
"R0866","Moderate-High Engagement","Marketing","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",4,3,4,3,2,2,4,4,3,3,4,2,2,3,3
"R0867","Low Engagement","Content","3-5 years","Senior IC","Not much.","Font was small.",2,4,1,1,1,1,1,3,1,1,1,1,2,2,1
"R0868","Moderate-High Engagement","Engineering","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.",NA,4,1,3,4,3,4,3,4,1,3,4,2,3,2,4
"R0869","High Engagement","Engineering","1-3 years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",4,4,4,NA,3,4,4,4,3,3,4,3,3,4,4
"R0870","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,3,2,3,2,2,3,NA,4,1,2,3,3,4,4,2
"R0871","Low Engagement","Engineering","3-5 years","Individual contributor","not really","Font was small.",2,1,2,1,2,1,1,1,1,1,2,2,3,3,1
"R0872","Low Engagement","Engineering","Under 1 year","Senior IC","It was fine I guess.","Too long.",3,2,1,2,1,1,NA,4,3,3,2,2,2,2,2
"R0873","Moderate-Low Engagement","Data & Analytics","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.","none",2,1,2,2,1,2,2,4,3,4,4,3,2,2,4
"R0874","Moderate-Low Engagement","Data & Analytics","3-5 years","Individual contributor","Not much.",NA,4,4,3,4,2,2,2,2,2,1,3,2,2,4,1
"R0875","Moderate-High Engagement","Engineering","3-5 years","Senior IC","The examples actually matched the kind of work I do day to day.",NA,3,1,3,2,4,4,2,1,3,3,2,4,4,3,3
"R0876","Moderate-Low Engagement","Data & Analytics","1-3 years","Senior IC","It was short.","none",2,3,3,NA,3,2,2,2,2,3,4,4,3,NA,4
"R0877","Low Engagement","Product","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,2,4,2,2,1,2,1,1,2,2,NA,1,1,4,1
"R0878","Moderate-High Engagement","Content","Under 1 year","Senior IC","I liked that it asked about things nobody usually asks about.","nothing",3,4,4,3,4,3,NA,2,4,4,4,4,3,2,3
"R0879","Moderate-Low Engagement","Engineering","1-3 years","Individual contributor","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",3,4,2,3,2,2,2,1,4,1,2,2,2,2,3
"R0880","Moderate-Low Engagement","Marketing","Under 1 year","Senior IC","It was short.","Hard to answer about onboarding when mine was two years ago.",3,3,4,3,4,2,3,3,3,2,4,3,2,3,2
"R0881","Low Engagement","Data & Analytics","5+ years","Senior IC","I liked that it asked about things nobody usually asks about.","The scale was confusing.",1,1,3,2,2,1,NA,2,3,2,3,1,2,2,3
"R0882","High Engagement","Content","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.",NA,NA,3,2,3,4,4,4,3,4,4,4,4,4,4,4
"R0883","High Engagement","Engineering","5+ years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",4,3,2,1,4,4,4,3,4,4,4,4,3,4,3
"R0884","Moderate-Low Engagement","Operations","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.","Too long.",1,1,2,NA,4,2,4,4,4,3,3,2,2,1,4
"R0885","Moderate-Low Engagement","Operations","3-5 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,3,3,3,4,2,4,1,3,3,3,4,1,4,3,4
"R0886","Moderate-Low Engagement","Operations","5+ years","Individual contributor","It was fine I guess.","nothing",3,3,4,4,2,3,4,4,2,3,4,3,4,2,2
"R0887","Moderate-Low Engagement","Data & Analytics","1-3 years","Manager","The examples actually matched the kind of work I do day to day.",NA,3,1,4,3,3,3,3,3,1,3,2,4,4,1,3
"R0888","Moderate-High Engagement","Product","1-3 years","Senior IC","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",NA,1,3,NA,4,3,3,3,4,3,1,4,3,4,3
"R0889","Moderate-High Engagement","Engineering","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.",NA,4,3,4,4,3,NA,1,3,4,4,2,2,3,1,2
"R0890","Moderate-High Engagement","Product","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,4,3,4,4,4,2,4,1,4,4,4,3,2,3,4
"R0891","Moderate-Low Engagement","Data & Analytics","Under 1 year","Manager","It was clear what each question was getting at.",NA,1,2,2,2,2,3,4,NA,2,3,3,4,3,3,4
"R0892","Moderate-Low Engagement","Operations","Under 1 year","Manager","The examples actually matched the kind of work I do day to day.","Font was small.",3,3,2,1,3,4,3,1,2,2,1,2,1,2,1
"R0893","Moderate-Low Engagement","Marketing","Under 1 year","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,3,4,2,1,3,3,3,1,3,2,NA,2,4,3,4
"R0894","Moderate-Low Engagement","Operations","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",3,3,3,2,2,1,NA,1,2,3,2,2,3,3,1
"R0895","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","none","Hard to answer about onboarding when mine was two years ago.",2,4,2,2,2,2,3,NA,2,3,4,4,3,4,2
"R0896","Moderate-High Engagement","Operations","5+ years","Senior IC","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,1,2,4,3,4,3,3,3,2,3,2,3,2,1
"R0897","Moderate-Low Engagement","Engineering","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.",NA,2,1,3,3,3,2,1,1,3,4,2,3,2,2,4
"R0898","Moderate-Low Engagement","Data & Analytics","Under 1 year","Manager","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",2,4,2,3,2,2,4,2,2,3,2,NA,1,3,1
"R0899","Low Engagement","Product","Under 1 year","Senior IC",NA,"Too long.",2,2,2,3,1,1,1,2,3,2,2,3,1,2,2
"R0900","Moderate-High Engagement","Engineering","1-3 years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",3,2,2,4,2,4,4,2,3,2,4,2,2,2,3
"R0901","Moderate-High Engagement","Product","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.","no",4,3,2,3,2,4,3,4,3,4,3,3,3,4,4
"R0902","Moderate-Low Engagement","Content","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",3,4,4,4,2,3,3,4,4,3,NA,2,3,4,2
"R0903","Low Engagement","Engineering","3-5 years","Senior IC","It was short.","Too long.",1,2,2,1,2,4,1,1,4,1,1,1,1,1,2
"R0904","Moderate-Low Engagement","Engineering","Under 1 year","Senior IC","I liked that it asked about things nobody usually asks about.",NA,1,1,2,NA,1,1,NA,2,1,4,3,3,2,1,2
"R0905","Moderate-High Engagement","Engineering","Under 1 year","Individual contributor","It was fine I guess.","Hard to answer about onboarding when mine was two years ago.",1,2,4,4,2,3,4,4,2,4,4,3,2,4,2
"R0906","Moderate-Low Engagement","Operations","3-5 years","Senior IC","nothing","Too long.",2,2,3,2,4,3,NA,3,3,4,3,3,3,1,3
"R0907","Low Engagement","Engineering","Under 1 year","Manager","none","The scale was confusing.",2,4,1,1,1,2,3,3,3,2,2,2,3,4,1
"R0908","Moderate-High Engagement","Marketing","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,2,1,2,3,4,3,4,2,2,3,4,4,1,3
"R0909","Moderate-High Engagement","Operations","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",4,4,3,4,4,4,3,4,4,4,4,4,4,4,3
"R0910","Moderate-High Engagement","Product","Under 1 year","Individual contributor","It was fine I guess.","Hard to answer about onboarding when mine was two years ago.",4,4,2,3,3,3,2,4,4,2,4,NA,4,3,4
"R0911","High Engagement","Marketing","Under 1 year","Manager","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",3,4,2,4,4,4,4,3,4,2,4,4,4,2,3
"R0912","High Engagement","Marketing","1-3 years","Senior IC","no","not really",4,3,3,2,3,4,3,4,4,4,4,3,4,3,4
"R0913","Moderate-High Engagement","Engineering","5+ years","Manager","I liked that it asked about things nobody usually asks about.","Hard to answer about onboarding when mine was two years ago.",2,3,4,4,2,2,3,4,3,3,3,4,4,1,4
"R0914","Moderate-Low Engagement","Marketing","1-3 years","Individual contributor","Not much.",NA,3,1,4,3,1,1,2,2,4,4,2,2,4,2,4
"R0915","Moderate-Low Engagement","Engineering","Under 1 year","Individual contributor","It was fine I guess.","There was no option to say a question did not apply to me.",4,4,4,4,2,3,2,1,2,3,4,3,2,4,3
"R0916","High Engagement","Content","Under 1 year","Senior IC","It was short.","There was no option to say a question did not apply to me.",1,1,3,NA,4,4,4,4,4,4,4,2,4,3,NA
"R0917","Moderate-High Engagement","Engineering","3-5 years","Senior IC","It was clear what each question was getting at.","Font was small.",4,2,4,4,4,4,1,3,4,3,3,4,4,3,NA
"R0918","Moderate-High Engagement","Marketing","1-3 years","Manager","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",4,4,4,2,3,4,2,2,4,4,3,4,3,4,3
"R0919","Moderate-High Engagement","Marketing","3-5 years","Individual contributor","It was clear what each question was getting at.","n/a",2,3,NA,3,2,4,3,4,4,3,4,3,4,4,3
"R0920","Low Engagement","Content","3-5 years","Individual contributor","Not much.","n/a",4,4,3,3,2,1,2,3,3,3,4,3,2,4,1
"R0921","Low Engagement","Content","Under 1 year","Individual contributor","Not much.","Font was small.",3,3,1,1,2,1,3,2,1,2,3,2,3,4,2
"R0922","Moderate-High Engagement","Product","5+ years","Senior IC","Short enough that I could give real answers instead of rushing.",NA,1,3,2,1,4,3,4,NA,4,4,NA,4,4,2,3
"R0923","Moderate-Low Engagement","Content","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",3,4,4,2,2,4,3,1,1,2,1,2,2,4,2
"R0924","Moderate-High Engagement","Product","1-3 years","Senior IC","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",3,NA,4,2,2,4,3,3,3,4,3,4,4,4,2
"R0925","Moderate-High Engagement","Marketing","1-3 years","Manager","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",4,4,4,4,2,3,3,4,3,4,4,4,3,NA,2
"R0926","Moderate-Low Engagement","Content","1-3 years","Individual contributor","It was fine I guess.","Too long.",3,4,4,4,4,4,2,1,1,1,1,1,1,3,1
"R0927","Moderate-Low Engagement","Engineering","3-5 years","Manager","The examples actually matched the kind of work I do day to day.","The scale was confusing.",1,2,2,3,2,2,3,2,3,3,2,NA,4,1,3
"R0928","Moderate-High Engagement","Marketing","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.",NA,3,4,2,2,4,4,2,NA,3,1,3,2,3,NA,4
"R0929","Moderate-Low Engagement","Engineering","3-5 years","Manager","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,2,3,4,4,NA,4,4,3,4,3,2,3,1,4
"R0930","Moderate-High Engagement","Engineering","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","none",4,4,4,2,3,4,4,3,3,4,NA,4,NA,3,2
"R0931","Moderate-High Engagement","Operations","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","nothing",3,3,4,3,4,4,4,4,4,3,NA,4,2,2,3
"R0932","Moderate-Low Engagement","Engineering","1-3 years","Individual contributor","I liked that it asked about things nobody usually asks about.","Font was small.",1,3,1,1,2,2,1,4,3,NA,2,2,3,2,1
